,t_class,d_class
87,"(array([-1]), array([-1]))","(array([-1]), array([-1]))"
88,"(array([-1]), array([-1]))","(array([-1]), array([-1]))"
89,"(array([-1]), array([-1]))","(array([-1]), array([-1]))"
90,"(array([-1]), array([-1]))","(array([-1]), array([-1]))"
91,"(array([-1]), array([-1]))","(array([-1]), array([-1]))"
92,"(array([-1]), array([-1]))","(array([-1]), array([-1]))"
93,"(array([-1]), array([-1]))","(array([-1]), array([-1]))"
94,"(array([-1]), array([-1]))","(array([-1]), array([-1]))"
95,"(array([-1]), array([-1]))","(array([-1]), array([-1]))"
96,"(array([-1]), array([-1]))","(array([-1]), array([-1]))"
97,"(array([-1]), array([-1]))","(array([-1]), array([-1]))"
98,"(array([-1]), array([-1]))","(array([-1]), array([-1]))"
99,"(array([-1]), array([-1]))","(array([-1]), array([-1]))"
100,"(array([-1]), array([-1]))","(array([-1]), array([-1]))"
101,"(array([-1]), array([-1]))","(array([-1]), array([-1]))"
102,"(array([-1]), array([-1]))","(array([-1]), array([-1]))"
103,"(array([-1]), array([-1]))","(array([-1]), array([-1]))"
104,"(array([-1]), array([-1]))","(array([-1]), array([-1]))"
105,"(array([-1]), array([-1]))","(array([-1]), array([-1]))"
106,"(array([-1]), array([-1]))","(array([-1]), array([-1]))"
107,"(array([-1]), array([-1]))","(array([-1]), array([-1]))"
108,"(array([-1]), array([-1]))","(array([-1]), array([-1]))"
109,"(array([-1]), array([-1]))","(array([-1]), array([-1]))"
110,"(array([-1]), array([-1]))","(array([-1]), array([-1]))"
111,"(array([-1]), array([-1]))","(array([-1]), array([-1]))"
112,"(array([-1]), array([-1]))","(array([-1]), array([-1]))"
113,"(array([-1]), array([-1]))","(array([-1]), array([-1]))"
114,"(array([-1]), array([-1]))","(array([-1]), array([-1]))"
115,"(array([-1]), array([-1]))","(array([-1]), array([-1]))"
116,"(array([-1]), array([-1]))","(array([-1]), array([-1]))"
117,"(array([-1]), array([-1]))","(array([-1]), array([-1]))"
118,"(array([-1]), array([-1]))","(array([-1]), array([-1]))"
119,"(array([-1]), array([-1]))","(array([-1]), array([-1]))"
120,"(array([-1]), array([-1]))","(array([-1]), array([-1]))"
121,"(array([-1]), array([-1]))","(array([-1]), array([-1]))"
122,"(array([-1]), array([-1]))","(array([-1]), array([-1]))"
123,"(array([-1]), array([-1]))","(array([-1]), array([-1]))"
124,"(array([-1]), array([-1]))","(array([-1]), array([-1]))"
125,"(array([-1]), array([-1]))","(array([-1]), array([-1]))"
126,"(array([-1]), array([-1]))","(array([-1]), array([-1]))"
127,"(array([-1]), array([-1]))","(array([-1]), array([-1]))"
128,"(array([-1]), array([-1]))","(array([-1]), array([-1]))"
129,"(array([-1]), array([-1]))","(array([-1]), array([-1]))"
130,"(array([-1]), array([-1]))","(array([-1]), array([-1]))"
131,"(array([-1]), array([-1]))","(array([-1]), array([-1]))"
132,"(array([-1]), array([-1]))","(array([-1]), array([-1]))"
133,"(array([-1]), array([-1]))","(array([-1]), array([-1]))"
134,"(array([-1]), array([-1]))","(array([-1]), array([-1]))"
135,"(array([-1]), array([-1]))","(array([-1]), array([-1]))"
136,"(array([-1]), array([-1]))","(array([-1]), array([-1]))"
137,"(array([-1]), array([-1]))","(array([-1]), array([-1]))"
138,"(array([-1]), array([-1]))","(array([-1]), array([-1]))"
139,"(array([-1]), array([-1]))","(array([-1]), array([-1]))"
140,"(array([-1]), array([-1]))","(array([-1]), array([-1]))"
141,"(array([-1]), array([-1]))","(array([-1]), array([-1]))"
142,"(array([-1]), array([-1]))","(array([-1]), array([-1]))"
143,"(array([-1]), array([-1]))","(array([-1]), array([-1]))"
144,"(array([-1]), array([-1]))","(array([-1]), array([-1]))"
145,"(array([-1]), array([-1]))","(array([-1]), array([-1]))"
146,"(array([-1]), array([-1]))","(array([-1]), array([-1]))"
147,"(array([-1]), array([-1]))","(array([-1]), array([-1]))"
148,"(array([-1]), array([-1]))","(array([-1]), array([-1]))"
149,"(array([-1]), array([-1]))","(array([-1]), array([-1]))"
150,"(array([-1]), array([-1]))","(array([-1]), array([-1]))"
151,"(array([-1]), array([-1]))","(array([-1]), array([-1]))"
152,"(array([-1]), array([-1]))","(array([-1]), array([-1]))"
153,"(array([-1]), array([-1]))","(array([-1]), array([-1]))"
154,"(array([-1]), array([-1]))","(array([-1]), array([-1]))"
155,"(array([-1]), array([-1]))","(array([-1]), array([-1]))"
156,"(array([-1]), array([-1]))","(array([-1]), array([-1]))"
157,"(array([-1]), array([-1]))","(array([-1]), array([-1]))"
158,"(array([-1]), array([-1]))","(array([-1]), array([-1]))"
159,"(array([-1]), array([-1]))","(array([-1]), array([-1]))"
160,"(array([-1]), array([-1]))","(array([-1]), array([-1]))"
161,"(array([-1]), array([-1]))","(array([-1]), array([-1]))"
162,"(array([-1]), array([-1]))","(array([-1]), array([-1]))"
163,"(array([-1]), array([-1]))","(array([-1]), array([-1]))"
164,"(array([-1]), array([-1]))","(array([-1]), array([-1]))"
165,"(array([-1]), array([-1]))","(array([-1]), array([-1]))"
166,"(array([-1]), array([-1]))","(array([-1]), array([-1]))"
167,"(array([-1]), array([-1]))","(array([-1]), array([-1]))"
168,"(array([-1]), array([-1]))","(array([-1]), array([-1]))"
169,"(array([-1]), array([-1]))","(array([-1]), array([-1]))"
170,"(array([-1]), array([-1]))","(array([-1]), array([-1]))"
171,"(array([-1]), array([-1]))","(array([-1]), array([-1]))"
172,"(array([-1]), array([-1]))","(array([-1]), array([-1]))"
173,"(array([-1]), array([-1]))","(array([-1]), array([-1]))"
174,"(array([-1]), array([-1]))","(array([-1]), array([-1]))"
175,"(array([-1]), array([-1]))","(array([-1]), array([-1]))"
176,"(array([-1]), array([-1]))","(array([-1]), array([-1]))"
177,"(array([-1]), array([-1]))","(array([-1]), array([-1]))"
178,"(array([-1]), array([-1]))","(array([-1]), array([-1]))"
179,"(array([-1]), array([-1]))","(array([-1]), array([-1]))"
180,"(array([-1]), array([-1]))","(array([-1]), array([-1]))"
181,"(array([-1]), array([-1]))","(array([-1]), array([-1]))"
182,"(array([-1]), array([-1]))","(array([-1]), array([-1]))"
183,"(array([-1]), array([-1]))","(array([-1]), array([-1]))"
184,"(array([-1]), array([-1]))","(array([-1]), array([-1]))"
185,"(array([-1]), array([-1]))","(array([-1]), array([-1]))"
186,"(array([-1]), array([-1]))","(array([-1]), array([-1]))"
187,"(array([-1]), array([-1]))","(array([-1]), array([-1]))"
188,"(array([-1]), array([-1]))","(array([-1]), array([-1]))"
189,"(array([-1]), array([-1]))","(array([-1]), array([-1]))"
190,"(array([-1]), array([-1]))","(array([-1]), array([-1]))"
191,"(array([-1]), array([-1]))","(array([-1]), array([-1]))"
192,"(array([-1]), array([-1]))","(array([-1]), array([-1]))"
193,"(array([-1]), array([-1]))","(array([-1]), array([-1]))"
194,"(array([-1]), array([-1]))","(array([-1]), array([-1]))"
195,"(array([-1]), array([-1]))","(array([-1]), array([-1]))"
196,"(array([-1]), array([-1]))","(array([-1]), array([-1]))"
197,"(array([-1]), array([-1]))","(array([-1]), array([-1]))"
198,"(array([-1]), array([-1]))","(array([-1]), array([-1]))"
199,"(array([-1]), array([-1]))","(array([-1]), array([-1]))"
200,"(array([-1]), array([-1]))","(array([-1]), array([-1]))"
201,"(array([-1]), array([-1]))","(array([-1]), array([-1]))"
202,"(array([-1]), array([-1]))","(array([-1]), array([-1]))"
203,"(array([-1]), array([-1]))","(array([-1]), array([-1]))"
204,"(array([-1]), array([-1]))","(array([-1]), array([-1]))"
205,"(array([-1]), array([-1]))","(array([-1]), array([-1]))"
206,"(array([-1]), array([-1]))","(array([-1]), array([-1]))"
207,"(array([-1]), array([-1]))","(array([-1]), array([-1]))"
208,"(array([-1]), array([-1]))","(array([-1]), array([-1]))"
209,"(array([-1]), array([-1]))","(array([-1]), array([-1]))"
210,"(array([-1]), array([-1]))","(array([-1]), array([-1]))"
211,"(array([-1]), array([-1]))","(array([-1]), array([-1]))"
212,"(array([-1]), array([-1]))","(array([-1]), array([-1]))"
213,"(array([-1]), array([-1]))","(array([-1]), array([-1]))"
214,"(array([-1]), array([-1]))","(array([-1]), array([-1]))"
215,"(array([-1]), array([-1]))","(array([-1]), array([-1]))"
216,"(array([-1]), array([-1]))","(array([-1]), array([-1]))"
217,"(array([-1]), array([-1]))","(array([-1]), array([-1]))"
218,"(array([-1]), array([-1]))","(array([-1]), array([-1]))"
219,"(array([-1]), array([-1]))","(array([-1]), array([-1]))"
220,"(array([-1]), array([-1]))","(array([-1]), array([-1]))"
221,"(array([-1]), array([-1]))","(array([-1]), array([-1]))"
222,"(array([-1]), array([-1]))","(array([-1]), array([-1]))"
223,"(array([-1]), array([-1]))","(array([-1]), array([-1]))"
224,"(array([-1]), array([-1]))","(array([-1]), array([-1]))"
225,"(array([-1]), array([-1]))","(array([-1]), array([-1]))"
226,"(array([-1]), array([-1]))","(array([-1]), array([-1]))"
227,"(array([-1]), array([-1]))","(array([-1]), array([-1]))"
228,"(array([-1]), array([-1]))","(array([-1]), array([-1]))"
229,"(array([-1]), array([-1]))","(array([-1]), array([-1]))"
230,"(array([-1]), array([-1]))","(array([-1]), array([-1]))"
231,"(array([-1]), array([-1]))","(array([-1]), array([-1]))"
232,"(array([-1]), array([-1]))","(array([-1]), array([-1]))"
233,"(array([-1]), array([-1]))","(array([-1]), array([-1]))"
234,"(array([-1]), array([-1]))","(array([-1]), array([-1]))"
235,"(array([-1]), array([-1]))","(array([-1]), array([-1]))"
236,"(array([-1]), array([-1]))","(array([-1]), array([-1]))"
237,"(array([-1]), array([-1]))","(array([-1]), array([-1]))"
238,"(array([-1]), array([-1]))","(array([-1]), array([-1]))"
239,"(array([-1]), array([-1]))","(array([-1]), array([-1]))"
240,"(array([-1]), array([-1]))","(array([-1]), array([-1]))"
241,"(array([-1]), array([-1]))","(array([-1]), array([-1]))"
242,"(array([-1]), array([-1]))","(array([-1]), array([-1]))"
243,"(array([-1]), array([-1]))","(array([-1]), array([-1]))"
244,"(array([-1]), array([-1]))","(array([-1]), array([-1]))"
245,"(array([-1]), array([-1]))","(array([-1]), array([-1]))"
246,"(array([-1]), array([-1]))","(array([-1]), array([-1]))"
247,"(array([-1]), array([-1]))","(array([-1]), array([-1]))"
248,"(array([-1]), array([-1]))","(array([-1]), array([-1]))"
249,"(array([-1]), array([-1]))","(array([-1]), array([-1]))"
250,"(array([-1]), array([-1]))","(array([-1]), array([-1]))"
251,"(array([-1]), array([-1]))","(array([-1]), array([-1]))"
252,"(array([-1]), array([-1]))","(array([-1]), array([-1]))"
253,"(array([-1]), array([-1]))","(array([-1]), array([-1]))"
254,"(array([-1]), array([-1]))","(array([-1]), array([-1]))"
255,"(array([-1]), array([-1]))","(array([-1]), array([-1]))"
256,"(array([-1]), array([-1]))","(array([-1]), array([-1]))"
257,"(array([-1]), array([-1]))","(array([-1]), array([-1]))"
258,"(array([-1]), array([-1]))","(array([-1]), array([-1]))"
259,"(array([-1]), array([-1]))","(array([-1]), array([-1]))"
260,"(array([-1]), array([-1]))","(array([-1]), array([-1]))"
261,"(array([-1]), array([-1]))","(array([-1]), array([-1]))"
262,"(array([-1]), array([-1]))","(array([-1]), array([-1]))"
263,"(array([-1]), array([-1]))","(array([-1]), array([-1]))"
264,"(array([-1]), array([-1]))","(array([-1]), array([-1]))"
265,"(array([-1]), array([-1]))","(array([-1]), array([-1]))"
266,"(array([-1]), array([-1]))","(array([-1]), array([-1]))"
267,"(array([-1]), array([-1]))","(array([-1]), array([-1]))"
268,"(array([-1]), array([-1]))","(array([-1]), array([-1]))"
269,"(array([-1]), array([-1]))","(array([-1]), array([-1]))"
270,"(array([-1]), array([-1]))","(array([-1]), array([-1]))"
271,"(array([-1]), array([-1]))","(array([-1]), array([-1]))"
272,"(array([-1]), array([-1]))","(array([-1]), array([-1]))"
273,"(array([-1]), array([-1]))","(array([-1]), array([-1]))"
274,"(array([-1]), array([-1]))","(array([-1]), array([-1]))"
275,"(array([-1]), array([-1]))","(array([-1]), array([-1]))"
276,"(array([-1]), array([-1]))","(array([-1]), array([-1]))"
277,"(array([-1]), array([-1]))","(array([-1]), array([-1]))"
278,"(array([-1]), array([-1]))","(array([-1]), array([-1]))"
279,"(array([-1]), array([-1]))","(array([-1]), array([-1]))"
280,"(array([-1]), array([-1]))","(array([-1]), array([-1]))"
281,"(array([-1]), array([-1]))","(array([-1]), array([-1]))"
282,"(array([-1]), array([-1]))","(array([-1]), array([-1]))"
283,"(array([-1]), array([-1]))","(array([-1]), array([-1]))"
284,"(array([-1]), array([-1]))","(array([-1]), array([-1]))"
285,"(array([-1]), array([-1]))","(array([-1]), array([-1]))"
286,"(array([-1]), array([-1]))","(array([-1]), array([-1]))"
287,"(array([-1]), array([-1]))","(array([-1]), array([-1]))"
288,"(array([-1]), array([-1]))","(array([-1]), array([-1]))"
289,"(array([-1]), array([-1]))","(array([-1]), array([-1]))"
290,"(array([-1]), array([-1]))","(array([-1]), array([-1]))"
291,"(array([-1]), array([-1]))","(array([-1]), array([-1]))"
292,"(array([-1]), array([-1]))","(array([-1]), array([-1]))"
293,"(array([-1]), array([-1]))","(array([-1]), array([-1]))"
294,"(array([-1]), array([-1]))","(array([-1]), array([-1]))"
295,"(array([-1]), array([-1]))","(array([-1]), array([-1]))"
296,"(array([-1]), array([-1]))","(array([-1]), array([-1]))"
297,"(array([-1]), array([-1]))","(array([-1]), array([-1]))"
298,"(array([-1]), array([-1]))","(array([-1]), array([-1]))"
299,"(array([-1]), array([-1]))","(array([-1]), array([-1]))"
300,"(array([-1]), array([-1]))","(array([-1]), array([-1]))"
301,"(array([-1]), array([-1]))","(array([-1]), array([-1]))"
302,"(array([-1]), array([-1]))","(array([-1]), array([-1]))"
303,"(array([-1]), array([-1]))","(array([-1]), array([-1]))"
304,"(array([-1]), array([-1]))","(array([-1]), array([-1]))"
305,"(array([-1]), array([-1]))","(array([-1]), array([-1]))"
306,"(array([-1]), array([-1]))","(array([-1]), array([-1]))"
307,"(array([-1]), array([-1]))","(array([-1]), array([-1]))"
308,"(array([-1]), array([-1]))","(array([-1]), array([-1]))"
309,"(array([-1]), array([-1]))","(array([-1]), array([-1]))"
310,"(array([-1]), array([-1]))","(array([-1]), array([-1]))"
311,"(array([-1]), array([-1]))","(array([-1]), array([-1]))"
312,"(array([-1]), array([-1]))","(array([-1]), array([-1]))"
313,"(array([-1]), array([-1]))","(array([-1]), array([-1]))"
314,"(array([-1]), array([-1]))","(array([-1]), array([-1]))"
315,"(array([-1]), array([-1]))","(array([-1]), array([-1]))"
316,"(array([-1]), array([-1]))","(array([-1]), array([-1]))"
317,"(array([-1]), array([-1]))","(array([-1]), array([-1]))"
318,"(array([-1]), array([-1]))","(array([-1]), array([-1]))"
319,"(array([-1]), array([-1]))","(array([-1]), array([-1]))"
320,"(array([-1]), array([-1]))","(array([-1]), array([-1]))"
321,"(array([-1]), array([-1]))","(array([-1]), array([-1]))"
322,"(array([-1]), array([-1]))","(array([-1]), array([-1]))"
323,"(array([-1]), array([-1]))","(array([-1]), array([-1]))"
324,"(array([-1]), array([-1]))","(array([-1]), array([-1]))"
325,"(array([-1]), array([-1]))","(array([-1]), array([-1]))"
326,"(array([-1]), array([-1]))","(array([-1]), array([-1]))"
327,"(array([-1]), array([-1]))","(array([-1]), array([-1]))"
328,"(array([-1]), array([-1]))","(array([-1]), array([-1]))"
329,"(array([-1]), array([-1]))","(array([-1]), array([-1]))"
330,"(array([-1]), array([-1]))","(array([-1]), array([-1]))"
331,"(array([-1]), array([-1]))","(array([-1]), array([-1]))"
332,"(array([-1]), array([-1]))","(array([-1]), array([-1]))"
333,"(array([-1]), array([-1]))","(array([-1]), array([-1]))"
334,"(array([-1]), array([-1]))","(array([-1]), array([-1]))"
335,"(array([-1]), array([-1]))","(array([-1]), array([-1]))"
336,"(array([-1]), array([-1]))","(array([-1]), array([-1]))"
337,"(array([-1]), array([-1]))","(array([-1]), array([-1]))"
338,"(array([-1]), array([-1]))","(array([-1]), array([-1]))"
339,"(array([-1]), array([-1]))","(array([-1]), array([-1]))"
340,"(array([-1]), array([-1]))","(array([-1]), array([-1]))"
341,"(array([-1]), array([-1]))","(array([-1]), array([-1]))"
342,"(array([-1]), array([-1]))","(array([-1]), array([-1]))"
343,"(array([-1]), array([-1]))","(array([-1]), array([-1]))"
344,"(array([-1]), array([-1]))","(array([-1]), array([-1]))"
345,"(array([-1]), array([-1]))","(array([-1]), array([-1]))"
346,"(array([-1]), array([-1]))","(array([-1]), array([-1]))"
347,"(array([-1]), array([-1]))","(array([-1]), array([-1]))"
348,"(array([-1]), array([-1]))","(array([-1]), array([-1]))"
349,"(array([-1]), array([-1]))","(array([-1]), array([-1]))"
350,"(array([-1]), array([-1]))","(array([-1]), array([-1]))"
351,"(array([-1]), array([-1]))","(array([-1]), array([-1]))"
352,"(array([-1]), array([-1]))","(array([-1]), array([-1]))"
353,"(array([-1]), array([-1]))","(array([-1]), array([-1]))"
354,"(array([-1]), array([-1]))","(array([-1]), array([-1]))"
355,"(array([-1]), array([-1]))","(array([-1]), array([-1]))"
356,"(array([-1]), array([-1]))","(array([-1]), array([-1]))"
357,"(array([-1]), array([-1]))","(array([-1]), array([-1]))"
358,"(array([-1]), array([-1]))","(array([-1]), array([-1]))"
359,"(array([-1]), array([-1]))","(array([-1]), array([-1]))"
360,"(array([-1]), array([-1]))","(array([-1]), array([-1]))"
361,"(array([-1]), array([-1]))","(array([-1]), array([-1]))"
362,"(array([-1]), array([-1]))","(array([-1]), array([-1]))"
363,"(array([-1]), array([-1]))","(array([-1]), array([-1]))"
364,"(array([-1]), array([-1]))","(array([-1]), array([-1]))"
365,"(array([-1]), array([-1]))","(array([-1]), array([-1]))"
366,"(array([-1]), array([-1]))","(array([-1]), array([-1]))"
367,"(array([-1]), array([-1]))","(array([-1]), array([-1]))"
368,"(array([-1]), array([-1]))","(array([-1]), array([-1]))"
369,"(array([-1]), array([-1]))","(array([-1]), array([-1]))"
370,"(array([-1]), array([-1]))","(array([-1]), array([-1]))"
371,"(array([-1]), array([-1]))","(array([-1]), array([-1]))"
372,"(array([-1]), array([-1]))","(array([-1]), array([-1]))"
373,"(array([-1]), array([-1]))","(array([-1]), array([-1]))"
374,"(array([-1]), array([-1]))","(array([-1]), array([-1]))"
375,"(array([-1]), array([-1]))","(array([-1]), array([-1]))"
376,"(array([-1]), array([-1]))","(array([-1]), array([-1]))"
377,"(array([-1]), array([-1]))","(array([-1]), array([-1]))"
378,"(array([-1]), array([-1]))","(array([-1]), array([-1]))"
379,"(array([-1]), array([-1]))","(array([-1]), array([-1]))"
380,"(array([-1]), array([-1]))","(array([-1]), array([-1]))"
381,"(array([-1]), array([-1]))","(array([-1]), array([-1]))"
382,"(array([-1]), array([-1]))","(array([-1]), array([-1]))"
383,"(array([-1]), array([-1]))","(array([-1]), array([-1]))"
384,"(array([-1]), array([-1]))","(array([-1]), array([-1]))"
385,"(array([-1]), array([-1]))","(array([-1]), array([-1]))"
386,"(array([-1]), array([-1]))","(array([-1]), array([-1]))"
387,"(array([-1]), array([-1]))","(array([-1]), array([-1]))"
388,"(array([-1]), array([-1]))","(array([-1]), array([-1]))"
389,"(array([-1]), array([-1]))","(array([-1]), array([-1]))"
390,"(array([-1]), array([-1]))","(array([-1]), array([-1]))"
391,"(array([-1]), array([-1]))","(array([-1]), array([-1]))"
392,"(array([-1]), array([-1]))","(array([-1]), array([-1]))"
393,"(array([-1]), array([-1]))","(array([-1]), array([-1]))"
394,"(array([-1]), array([-1]))","(array([-1]), array([-1]))"
395,"(array([-1]), array([-1]))","(array([-1]), array([-1]))"
396,"(array([-1]), array([-1]))","(array([-1]), array([-1]))"
397,"(array([-1]), array([-1]))","(array([-1]), array([-1]))"
398,"(array([-1]), array([-1]))","(array([-1]), array([-1]))"
399,"(array([-1]), array([-1]))","(array([-1]), array([-1]))"
400,"(array([-1]), array([-1]))","(array([-1]), array([-1]))"
401,"(array([-1]), array([-1]))","(array([-1]), array([-1]))"
402,"(array([-1]), array([-1]))","(array([-1]), array([-1]))"
403,"(array([-1]), array([-1]))","(array([-1]), array([-1]))"
404,"(array([-1]), array([-1]))","(array([-1]), array([-1]))"
405,"(array([-1]), array([-1]))","(array([-1]), array([-1]))"
406,"(array([-1]), array([-1]))","(array([-1]), array([-1]))"
407,"(array([-1]), array([-1]))","(array([-1]), array([-1]))"
408,"(array([-1]), array([-1]))","(array([-1]), array([-1]))"
409,"(array([-1]), array([-1]))","(array([-1]), array([-1]))"
410,"(array([-1]), array([-1]))","(array([-1]), array([-1]))"
411,"(array([-1]), array([-1]))","(array([-1]), array([-1]))"
412,"(array([-1]), array([-1]))","(array([-1]), array([-1]))"
413,"(array([-1]), array([-1]))","(array([-1]), array([-1]))"
414,"(array([-1]), array([-1]))","(array([-1]), array([-1]))"
415,"(array([-1]), array([-1]))","(array([-1]), array([-1]))"
416,"(array([-1]), array([-1]))","(array([-1]), array([-1]))"
417,"(array([-1]), array([-1]))","(array([-1]), array([-1]))"
418,"(array([-1]), array([-1]))","(array([-1]), array([-1]))"
419,"(array([-1]), array([-1]))","(array([-1]), array([-1]))"
420,"(array([-1]), array([-1]))","(array([-1]), array([-1]))"
421,"(array([-1]), array([-1]))","(array([-1]), array([-1]))"
422,"(array([-1]), array([-1]))","(array([-1]), array([-1]))"
423,"(array([-1]), array([-1]))","(array([-1]), array([-1]))"
424,"(array([-1]), array([-1]))","(array([-1]), array([-1]))"
425,"(array([-1]), array([-1]))","(array([-1]), array([-1]))"
426,"(array([-1]), array([-1]))","(array([-1]), array([-1]))"
427,"(array([-1]), array([-1]))","(array([-1]), array([-1]))"
428,"(array([-1]), array([-1]))","(array([-1]), array([-1]))"
429,"(array([-1]), array([-1]))","(array([-1]), array([-1]))"
430,"(array([-1]), array([-1]))","(array([-1]), array([-1]))"
431,"(array([-1]), array([-1]))","(array([-1]), array([-1]))"
432,"(array([-1]), array([-1]))","(array([-1]), array([-1]))"
433,"(array([-1]), array([-1]))","(array([-1]), array([-1]))"
434,"(array([-1]), array([-1]))","(array([-1]), array([-1]))"
435,"(array([-1]), array([-1]))","(array([-1]), array([-1]))"
436,"(array([-1]), array([-1]))","(array([-1]), array([-1]))"
